id,industrial_certificate_number
2600,KZ.3510103.24.01.00092
2601,KZ.3510103.22.01.00122
2602,KZ.3510103.24.01.00002
2603,KZ.3510103.24.01.00027
2604,KZ.3510103.24.01.00028
2605,KZ.3510103.24.01.00029
2606,KZ.3510103.24.01.00030
2607,KZ.3510103.24.01.00031
2608,KZ.3510103.22.01.00033
2609,KZ.3510103.22.01.00109
2610,KZ.3510103.22.01.00032
2611,KZ.3510103.22.01.00161
2612,KZ.3510103.22.01.00164
2613,KZ.3510103.22.01.00165
2614,KZ.3510103.22.01.00160
2616,KZ.3510103.22.01.00171
2617,KZ.3510103.22.01.00173
2619,KZ.3510103.22.01.00163
2620,KZ.3510103.22.01.00162
2621,KZ.3510396.13.12.00071
2627,ЕАЭС KZ.7500651. 13.12.04946
2632,Декларация соответствия ЕАЭС № KZ3510396/13/12/00121
2634,Декларация соответствия ЕАЭС № KZ3510396/13/12/00122
2636,Декларация соответствия ЕАЭС № KZ3510396/13/12/00123
2638,Декларация соответствия ЕАЭС № KZ3510396/13/12/00124
2640,Сертификат соответствия ЕАЭС № KZ3510396.01.01.00090
2642,Декларация соответствия ЕАЭС № KZ3510396/13/12/00120
2644,Сертификат соответствия ЕАЭС № KZ3510396.01.01.00091
2646,Сертификат соответствия ЕАЭС № KZ3510396.01.01.00092
2647,Сертификат соответствия ЕАЭС № KZ3510396.01.01.00089
2648,Сертификат соответствия ЕАЭС № KZ3510396.01.01.00093
2655,№ KZ.7700.01.01.00567653
2656,№ KZ.7700.01.01.00627583
2657,№ KZ.7700.01.01.00628908
2658,№ KZ.7700.01.01.00628910
2659,№ KZ.7700.01.01.00714432
2660,№ KZ.7700.01.01.00638863
2661,№ KZ.7700.02.01.00712021
2662,№ KZ.7700.01.01.00620715
2663,№ KZ.7700.01.01.00605227
2664,№ KZ.7700.02.01.00842883
2665,№ KZ.7700.02.01.00857217
2666,№ KZ.7700.02.01.00861736
2667,№ KZ.7700.02.01.00858530
2668,№ KZ.7700.02.01.00860448
2669,ЕАЭС KZ.7100749.22.01.05022
2675,ЕАЭС KZ.7100749.22.01.05021
2678,ЕАЭС KZ 7500986.01.01.01388
2681,№ЕАЭС KZ 3910317.01.01.00094  ЕАЭС KZ 3910317.13.12.01143
2682,№ЕАЭС KZ 3910317.13.12.01173  №ЕАЭС KZ 3910317.01.01.00098 -
2683,№ ЕАЭС KZ 3910317.13.12.00999
2686,"№ЕАЭС KZ 7500937.01.01.00713 
серия KZ №0134060"
2687,"№ЕАЭС KZ 7500937.01.01.00714 
серия KZ №0134061"
2690,KZ.7100628.01.01.04774
2691,KZ.7100628.01.01.04775
2706,Сертификат соответствия №KZ.7500114.01.01.01833.
2730,Декларация  соответствия  ЕАЭС № KZ.7500114.24.01.12573
2732,Декларация  соответствия ЕАЭС № KZ.7500114.24.01.12573
2738,ДС  ЕАЭС № KZ.7500114.24.01.12574
2739,Декларация  соответствия ЕАЭС № KZ.7500114.24.01.12574
2740,Декларация  соответствия ЕАЭС № KZ.7500651.24.01.03142
2742,Декларация  соответствия  ЕАЭС № KZ.7500651.24.01.03142
2767,KZ.7500995.01.01.00444
2769,"Письмо «Об отношении необходимости обязательного подтверждения соответствия продукции» №63 от 01.07.22г.
ТОО «Cosmomed»"
2779,KZ.7500995.01.01.00594
2780,KZ.7500995.01.01.00449
2786,KZ.7500995.01.01.00443
2830,KZ.7500995.01.01.00450
2841,KZ.7500995.01.01.00447
2842,KZ.7500995.01.01.00595
2843,KZ.7500995.01.01.00448
2847,KZ.7500995.01.01.00446
2849,KZ.7500995.01.01.00445
2851,"№    ЕАЭС    KZ    3110317.01.01.00016,"
2852,№ ЕАЭС KZ      3110317.01.01.00026
2853,№ ЕАЭС KZ      3110317.01.01.00024
2854,№ ЕАЭС KZ      3110317.01.01.00028
2855,№ ЕАЭС KZ      3110317.01.01.00029
2856,№ ЕАЭС KZ      3110317.01.01.00018
2858,№ ЕАЭС KZ 3510317.01.01.00330
2860,№ ЕАЭС KZ      3110317.01.01.00059
2865,№ ЕАЭС KZ      3110317.01.01.00061
2866,№ ЕАЭС KZ      3110317.01.01.00062
2867,№ ЕАЭС KZ     3110317.01.01.00063
2868,№ ЕАЭС KZ      3110317.01.01.00060
2869,№ ЕАЭС KZ      3110317.01.01.00021
2871,№ ЕАЭС KZ      3110317.01.01.00025
2875,№ ЕАЭС KZ      3110317.01.01.00022
2877,№ ЕАЭС KZ      3110317.01.01.00017
2878,№ ЕАЭС KZ      3110317.01.01.00027
2881,№ ЕАЭС KZ     3110317.01.01.00026
2882,№ ЕАЭС KZ      3110317.01.01.00015
2883,№ ЕАЭС KZ      3110317.01.01.00064
2884,№ ЕАЭС KZ     3110317.01.01.00019
2885,№ ЕАЭС KZ      3110317.01.01.00020
2890,№ ЕАЭС KZ      3110317.01.01.00023
2892,№ ЕАЭС KZ 3510317.01.01.00331
2931,KZ.7100841.05.01.00027
2955,KZ.7100841.05.01.00028
2958,№ ЕАЭС KZ 7100841.05.01.00138.
2968,№ ЕАЭС KZ 7100841.05.01.00139
3014,Сертификат соответствия продукции (при декларировании) №KZ.7700.02.01.00705311
3015,Сертификат соответствия продукции (при декларировании) №KZ.7700.02.01.00703400
3016,Сертификат соответствия продукции (при декларировании) №KZ.7700.02.01.00703412
3017,Сертификат соответствия продукции (при декларировании) №KZ.7700.02.01.00701997
3018,Сертификат соответствия продукции (при декларировании) №KZ.7700.02.01.00702162
3019,Сертификат соответствия продукции (при декларировании) №KZ.7700.02.01.00702583
3020,Сертификат соответствия продукции (при декларировании) №KZ.7700.02.01.00703379
3021,Сертификат соответствия продукции (при декларировании) №KZ.7700.02.01.00702190
3022,Сертификат соответствия продукции (при декларировании) №KZ.7700.02.01.00702139
3023,Сертификат соответствия продукции (при декларировании) №KZ.7700.02.01.00702155
3024,Сертификат соответствия продукции (при декларировании) №KZ.7700.02.01.00702053
3025,Сертификат соответствия продукции (при декларировании) №KZ.7700.02.01.00702031
3026,Сертификат соответствия продукции (при декларировании) №KZ.7700.02.01.00702052
3030,№ЕАЭС ЕАЭСKZ7500986.01.01.02157
3034,№ЕАЭС RU C-KZ.MH06.B.01387/21
3051,ЕАЭС KZ 7500986.01.01.02327 с
3053,ЕАЭС KZ 7500986.01.01.02328 с
3054,ЕАЭС KZ 7500986.01.01.02329 с
3055,ЕАЭС KZ 7500986.01.01.02330 с
3057,KZ.3510987.24.01.00220
3059,ЕАЭС KZ 3510396.13.12.00079
3061,ЕАЭС KZ 3510396.13.12.00086
3063,ЕАЭС KZ 3510396.13.12.00077
3065,ЕАЭС KZ 3510396.13.12.00080 с
3067,ЕАЭС KZ 3510396.01.01.00057 с
3070,ЕАЭС KZ 3510396.01.01.00056 с
3073,ЕАЭС KZ 3510396.01.01.00058 с
3074,ЕАЭС KZ 3510396.13.12.00076
3075,ЕАЭС KZ 3510396.13.12.00075
3076,ЕАЭС KZ 3510396.13.12.00072
3077,ЕАЭС KZ 3510396.01.01.00052
3078,ЕАЭС KZ 3510396.01.01.00055 с
3079,ЕАЭС KZ 3510396.01.01.00054
3080,ЕАЭС KZ 3510396.01.01.00053
3081,KZ 3510396.01.01.00006
3082,ЕАЭС KZ.3510396.13.12.00073
3096,"1) Декларация о соответствии KZ.3510317.24.01.01797, KZ.3510317.24.01.01798 KZ.3510317.01.01.00413  KZ.3510317.01.01.00414"
3195,№ТС KZ.3510103.22.01.00136
3205,№ KZ.3510987.24.01.00224.
3206,№ KZ.3510987.24.01.00224
3218,№ KZ.3510396.01.01.00048
3219,№ KZ.3510103.24.01.00103
3223,№  KZ.628317.22.01.00050
3242,№  KZ.628317.22.01.00049
3248,№  KZ.6328317.24.01.02434
3252,№  KZ.6328317.24.01.02435
3253,№  KZ.3510987.24.01.00223
3256,№  KZ.6328317.24.01.02436
3263,№ KZ.3510103.22.01.00107
3264,№ KZ.3510103.22.01.00108
3265,№ KZ.3510396.01.0100069
3267,KZ6328317220100049
3272,KZ3510396131200088
3279,№ТС KZ.3510103220100136
3291,Сертификат соответствия        ЕАЭС KZ 7500651.01.01.02389    г.
3292,"Сертификат соответствия       ЕАЭС KZ
7500651.01.01.02389"
3293,Сертификат соответствия       ЕАЭС KZ 7500651.01.01.02389
3294,Сертификат соответствия        ЕАЭС KZ 7500651.01.01.02389
3297,Сертификат соответствия        ЕАЭС KZ 7500651.01.01.02390
3300,Сертификат соответствия      ЕАЭС KZ 7500651.01.01.02397
3301,"Сертификат соответствия     ЕАЭС KZ
7500651.01.01.02397"
3304,Сертификат соответствия        ЕАЭС KZ 7500651.01.01.02391
3305,Сертификат соответствия       ЕАЭС KZ 7500651.01.01.02391
3307,Сертификат соответствия        ЕАЭС KZ 7500651.01.01.02392
3308,"Сертификат соответствия        ЕАЭС KZ
7500651.01.01.02392"
3310,Сертификат соответствия        ЕАЭС KZ 7500651.01.01.02393
3311,Сертификат соответствия       ЕАЭС KZ 7500651.01.01.02393
3312,Декларация ЕАЭС KZ 7500651.01.01.02393
4871,KZ.3510103.22.01.00181
3313,Сертификат соответствия     ЕАЭС KZ 7500651.01.01.02394
3314,Сертификат соответствия      ЕАЭС KZ 7500651.01.01.02394
3315,"Сертификат соответствия      ЕАЭС KZ 7500651.01.01
02394"
3316,Декларация ЕАЭС KZ 7500651.01.01.02394
3317,Сертификат соответствия      ЕАЭС KZ 7500651.01.01.02396
3320,Сертификат соответствия      ЕАЭС KZ 7500651.01.01.02398
3321,Сертификат соответствия       ЕАЭС KZ 7500651.01.01.02398
3323,Сертификат соответствия       ЕАЭС KZ 7500651.01.01.02399
3326,Сертификат соответствия   ЕАЭС KZ 7500651.01.01.02400
3329,Сертификат соответствия   ЕАЭС KZ 7500651.01.01.02401
3332,Сертификат соответствия   ЕАЭС KZ 7500651.01.01.02402
3333,Сертификат соответствия     ЕАЭС KZ 7500651.01.01.02402
3335,Сертификат соответствия   ЕАЭС KZ 7500651.01.01.02407
3338,Сертификат соответствия   ЕАЭС KZ 7500651.01.01.02414
3340,"Сертификат      соответствия                  ЕАЭС      KZ 7500651.01.01.
02414"
3341,Сертификат соответствия    ЕАЭС KZ 7500651.01.01.02403
3342,Сертификат соответствия     ЕАЭС KZ 7500651.01.01. 02403
3344,Сертификат соответствия    ЕАЭС KZ 7500651.01.01.02404
3346,Сертификат соответствия     ЕАЭС KZ 7500651.01.01.02404
3347,Сертификат соответствия   ЕАЭС KZ 7500651.01.01.02405
3348,Сертификат соответствия  ЕАЭС KZ 7500651.01.01.02405
3349,"Сертификат соответствия ЕАЭС KZ
7500651.01.01.02405"
3350,Сертификат соответствия  ЕАЭС KZ 7500651.01.01.02406
3351,Сертификат соответствия   ЕАЭС KZ 7500651.01.01.02406
3353,СЕРТИФИКАТ СООТВЕТСТВИЯ KZ.7500651.01.01.00615
3357,СЕРТИФИКАТ СООТВЕТСТВИЯ KZ.7500651.01.01.00616
3360,сертификата соответствия KZ.7500651.01.01.00617
3363,СЕРТИФИКАТ СООТВЕТСТВИЯ KZ.7500651.01.01.00618
3366,СЕРТИФИКАТ                             СООТВЕТСТВИЯ KZ.7500651.01.01.00619
3369,Сертификата соответствия KZ.7500651.01.01.00620
3371,Сертификата  соответствия KZ.7500651.01.01.00620
3372,Сертификата  соответствия KZ.7500651.01.01.00621
3375,Сертификата  соответствия KZ.7500651.01.01.00622
3378,Сертификата  соответствия KZ.7500651.01.01.00623
3381,Сертификата  соответствия KZ.7500651.01.01.00624
3385,Сертификата соответствия № KZ.7500651.01.01.00625
3391,Сертификата  соответствия KZ.7500651.01.01.00626
3395,Сертификата  соответствия KZ.7500651.01.01.00627
3403,Сертификата  соответствия KZ.7500651.01.01.00628
3404,Сертификата  соответствия KZ.7500651.01.01. 00628
3409,Сертификата  соответствия ЕАЭС KZ 7500651.01.01.02408
3412,Сертификата  соответствия ЕАЭС KZ 7500651.01.01.02409
3414,Сертификат соответствия        ЕАЭС KZ 7500651.01.01.02410
3416,Сертификат соответствия       ЕАЭС KZ 7500651.01.01.02410
3423,Сертификат соответствия        ЕАЭС KZ 7500651.01.01.02411
3424,"Сертификат соответствия        ЕАЭС KZ
7500651.01.01.02411"
3426,"Сертификат соответствия    ЕАЭС KZ 7500651.01.01.02412,"
3427,Сертификат соответствия        ЕАЭС KZ 7500651.01.01.02412
3429,Сертификат соответствия       ЕАЭС KZ 7500651.01.01.02412
3436,Сертификат соответствия        ЕАЭС KZ 7500651.01.01.02413
3438,Сертификат соответствия       ЕАЭС KZ 7500651.01.01.02413
3439,Сертификат   соответствия                        ЕАЭС   KZ 7500651.01.01.02413
3440,Сертификат   соответствия                       ЕАЭС   KZ 7500651.01.01.02413
3446,Сертификата              соответствия       ЕАЭС       KZ 7500651.01.01.02416
3449,ДЕКЛАРАЦИЯ № ЕАЭС KZ 7500651.13.12.05821
3450,ДЕКЛАРАЦИЯ  №  ЕАЭС  KZ  7500651.13.12.05821
3454,Сертификата                                            соответствия KZ.7500651.01.01.00630
3456,"Сертификата                                            соответствия
KZ.7500651.01.01.00630"
3457,Сертификата                                            соответствия KZ.7500651.01.01.00631
3460,Сертификата  соответствия KZ.7500651.01.01.00632
3461,Сертификата                                            соответствия KZ.7500651.01.01.00632
3463,"СЕРТИФИКАТ                              СООТВЕТСТВИЯ
№KZ.7500651.01.01.00633"
3465,"СЕРТИФИКАТ                            СООТВЕТСТВИЯ
№KZ.7500651.01.01.00633"
3467,"Сертификата                                          соответствия
№KZ.7500651.01.01.00634"
3468,Сертификата соответствия №KZ.7500651.01.01.00634
3470,"Сертификат                                            соответствия
№KZ.7500651.01.01.00635"
3471,Сертификат соответствия №KZ.7500651.01.01.00635
3473,Сертификат соответствия №KZ.7500651.01.01.00636
5325,ЕАЭС KZ 3510317.01.01.00328
3474,Сертификат соответствия      ЕАЭС KZ 7500651.01.01.02395
3475,Cертификата  соответствия  №  KZ.7500651.01.01.00629
3495,RU Д-KZ.АП02.В.09176
3497,ЕАЭС KZ 3510396.13.12.00183 от
3498,ЕАЭС KZ 3510396.13.12.00182 от
3545,"РОСС KZ.C324.H05456,"
3546,"РОСС KZ.C324.H02067,"
3549,"РОСС KZ.C313.Н22726,"
3550,№ЕАЭС ЕАЭСKZ7500937.01.01.00724
