id,industrial_certificate_number
41863,Cертификат соответствия №ЕАЭС RU C-KZ.ПБ68.B. 01953/24 Серия RU №0504343
41888,Cертификат соответствия №ЕАЭС RU C-KZ.ПБ68.B. 01955/24 Серия RU №0504345
41889,Cертификат соответствия №ЕАЭС RU C-KZ.ПБ68.B. 01989/24 Серия RU №0504379
41894,Cертификат соответствия №ЕАЭС ЕАЭС KZ 7500361. 01.01.05362 Серия KZ №0228287
41896,Cертификат соответствия №ЕАЭС ЕАЭС KZ 7500361. 01.01.05360 Серия KZ №0228285
41899,Cертификат соответствия №ЕАЭС ЕАЭС KZ 7500361. 01.01.05363 Серия KZ №0228288
41900,№ЕАЭС KZ 7100841.13.12.07331
41910,№KZ.7500317.01.01.00866
41914,№KZ.7500317.01.01.00865
41924,№ KZ.7500317.01.01.00865
41931,ЕАЭС КZ7500986.01.01.12939
41935,Отказное письмо №823/03 от 02.07.2024г.
41936,№ ЕАЭС KZ 7100841.13.12.05667
41939,№ ЕАЭС KZ 7500651.13.12.23922
41954,№ ЕАЭС KZ 7500651.13.12.23894
41955,№ ЕАЭС KZ 7500651.01.01.10516
41956,№ ЕАЭС KZ 7500651.01.01.10502
41957,№ ЕАЭС KZ 7500651.01.01.10503
41970,"Декларация о соответствии, 
рег. номер ЕАЭС KZ 7500533.13.12.05755"
41971,№ ЕАЭС KZ 7500651.13.12.23043
41974,№ ЕАЭС KZ 7500651.13.12.23044
42006,№ ЕАЭС KZ 7500651.13.12.24375
42011,"Декларация соответствии 
№ KZ.7500533.13.12.00112"
42012,"Сертификат соответствия 
№ KZ.7100841.01.01.05058"
42014,№ЕАЭС KZ 3510317.01.01.01125
42025,Декларация о соответствии ЕАЭС KZ 7500361.13.12.20232
42029,Декларация о соответствии ЕАЭС KZ 7500361.13.12.20233
42037,Декларация о соответствии ЕАЭС KZ 7500361.13.12.20234
42039,Сертификат соответствия №ЕАЭС KZ 7500361.01.01.08227 Серия KZ №0260641
42041,Сертификат соответствия №ЕАЭС KZ 7500361.01.01.08228 Серия KZ №0260642
42042,EAЭС KZ7500533.13.12.05657
42043,EAЭС KZ7500533.13.12.05706
42044,EAЭС KZ7500533.13.12.05660
42045,EAЭС KZ7500533.13.12.05698
42046,EAЭС KZ7500533.13.12.05682
42047,EAЭС KZ7500533.13.12.05672
42048,EAЭС KZ7500533.13.12.05720
42049,"письмо от ТОО ""KAZAUTOCERT"" KZ/4449/24 от 13.11.2024 года (данный товар не подлежит декларированию/сертификации)"
42050,"письмо от ТОО ""KAZAUTOCERT"" №KZ/4448/24 от 13.11.2024 года (данный товар не подлежит декларированию/сертификации)"
42051,"письмо от ТОО ""KAZAUTOCERT"" №KZ/4450/24 от 13.11.2024 года (данный товар не подлежит декларированию/сертификации)"
42052,Декларация о соответствии № ЕАЭС KZ 7500533.13.12.01708
42053,Сертификат о соответствии № KZ.7100841.01.01.04692
42121,№ЕАЭС KZ 7500651.13.12.23205
42127,№ЕАЭС KZ 7500651.01.01.10208
42128,№ЕАЭС KZ 7500651.13.12.23206
42145,№ЕАЭС KZ 7500651.13.12.23204
42185,№ЕАЭС KZ 7500651.01.01.10207
42188,№KZ.7700.02.01.01071195
42189,№ЕАЭС KZ 7100841.13.12.02914
42192,№ЕАЭС KZ 7100841.13.12.03980
42210,№ЕАЭС KZ3510317/13/12/01643
42212,№ЕАЭС KZ3510317.01.01.00508
42213,№ЕАЭС KZ3510317.01.01.00509
42217,№ЕАЭС KZ3510317.13.12.01644
42223,Письмо №21 от 28.03.2022
42224,№ЕАЭС KZ3510317.01.01.00510
42230,№ЕАЭС KZ3510317.01.01.01627
42231,№ЕАЭС KZ3510317.01.01.01628
42234,№ЕАЭС KZ3510317.01.01.01630
42236,№ЕАЭС KZ3510317.01.01.01629
42243,№ЕАЭС KZ3510317.13.12.01642
42244,№136 от 23.12.2022
42248,№ЕАЭС KZ3510317.13.12.01643
42249,№8 от 05.02.2024
42450,KZ 7100934.13.12.00957
42451,KZ 7100934.13.12.00959
42452,KZ 3510396.01.01.00220
42453,KZ 7500995.01.01.02614
42454,KZ 3510396.01.01.00219
42455,KZ 3510396.01.01.00218
42456,KZ 3510396.01.01.00217
42457,KZ 7100934.13.12.00958
42458,KZ 3510396.01.01.00211
42459,KZ 3510396.01.01.00214
42460,KZ 3510396.01.01.00213
42461,KZ 3510396.01.01.00212
42462,KZ 3510396.01.01.00215
42463,KZ 3510396.01.01.00216
42464,KZ 3510396.01.01.00210
42465,"Не подлежит сертификации 
Письмо №40 от 30.04.2024г.
ТОО «Казахстан Сертификация»"
42468,ЕАЭС KZ 7500361.01.01.07348
42481,ЕАЭС KZ 7500361.01.01.07425
42525,KZ7500651.01.01.01332
42526,KZ7500651.01.01.01329
42527,KZ7500651.01.01.01328
42528,KZ7500651.01.01.01330
42529,KZ7500651.01.01.01331
42530,KZ7500651.13.12.10099
42546,KZ7500651.01.01.04432
42561,KZ.7500651.01.01.02234
42563,KZ.7500651.01.01.02233
42567,"Декларация о соответствии 
№ ЕАЭС KZ 7500995.13.12.06610"
42568,"Декларация о соответствии 
№ ЕАЭС KZ 7500995.13.12.06609"
42569,"Сертификат соответствия 
№ ЕАЭС KZ 7500995.01.01.02133"
42570,"Сертификат соответствия 
№ ЕАЭС KZ 7500995.01.01.02134"
42571,Сертификат соответствия № ЕАЭС KZ 7500995.01.01.01995
42572,Сертификат соответствия № ЕАЭС KZ 7500995.01.01.01996
42573,Сертификат соответствия № ЕАЭС KZ 7500995.01.01.02178
42574,Сертификат соответствия № ЕАЭС KZ 7500995.01.01.02179
42575,Сертификат соответствия № ЕАЭС KZ 7500995.01.01.02176
42576,Сертификат соответствия № ЕАЭС KZ 7500995.01.01.02177
42577,Сертификат соответствия № ЕАЭС KZ 7500995.01.01.02174
42579,Сертификат соответствия № ЕАЭС KZ 7500995.01.01.02175
42581,Декларация о соответствии № ЕАЭС KZ 7500995.13.12.06721
42582,Декларация о соответствии № ЕАЭС KZ 7500986.13.12.07883
42583,Декларация о соответствии № ЕАЭС KZ 7500995.13.12.06720
42584,Сертификат соответствия № ЕАЭС KZ 7500986.01.01.07182
42585,Декларация о соответствии № ЕАЭС KZ 7500986.13.12.07877
42586,Декларация о соответствии № ЕАЭС KZ 7500986.13.12.07887
42587,Декларация о соответствии № ЕАЭС KZ 7500986.13.12.07880
42589,Декларация о соответствии № ЕАЭС KZ 7500986.13.12.07881
42591,Декларация о соответствии № ЕАЭС KZ 7500986.13.12.07882
42592,Декларация о соответствии № ЕАЭС KZ 7500986.13.12.07886
42593,Декларация о соответствии № ЕАЭС KZ 7500986.13.12.07884
42594,Декларация о соответствии № ЕАЭС KZ 7500986.13.12.07885
42595,Отказное письмо                                   № 2116/2023-ОПС от 03.08.2023г.
42596,Декларация о соответствии № ЕАЭС KZ 7500986.13.12.07878
42597,Декларация о соответствии № ЕАЭС KZ 7500986.13.12.07879
42598,Декларация о соответствии № ЕАЭС KZ 7500986.13.12.07889
42599,Декларация о соответствии № ЕАЭС KZ 7500986.13.12.07888
42600,Декларация о соответствии № ЕАЭС KZ 7500986.13.12.07890
42601,Декларация о соответствии № ЕАЭС KZ 7500995.13.12.06719
42603,Сертификат соответствия № ЕАЭС KZ 7500986.01.01.07183
42604,№ЕАЭС KZ 3510317.01.01.01149
42605,№ЕАЭС KZ 3510317.01.01.01148
42606,№ЕАЭС KZ 3510317.01.01.01147
42607,№ЕАЭС KZ 3510317.01.01.01146
42608,№ЕАЭС KZ 3510317.13.12.03839
42609,№ЕАЭС KZ 3510317.13.12.03838
42610,№KZ.3510317.01.01.03824
42611,№KZ.3510317.01.01.03823
42612,№ЕАЭС KZ 7100841.01.01.05119
42613,№ЕАЭС KZ 7100841.01.01.05120
42614,№ЕАЭС KZ 7100841.01.01.05121
42615,№ЕАЭС KZ 7100841.01.01.05122
42616,№ЕАЭС KZ 3510317.01.01.01145
42617,№ЕАЭС KZ 7100841.13.12.07780
42618,№ЕАЭС KZ 7100841.13.12.07782
42619,№ЕАЭС KZ 7100841.13.12.07781
42620,№ЕАЭС KZ 7100841.13.12.07783
42624,"Сертификат соответствия 
KZ1510317.01.00070"
42625,"Декларация о соответствии  
KZ1510317.13.12.01523"
42626,"Декларация о соответствии   
KZ1510317.13.12.01545"
42627,"Декларация о соответствии   
KZ1510317.13.12.01525"
42628,Декларация о соответствии   KZ1510317.13.12.01525
42629,Сертификат соответствия  KZ1510317.01.01.00071
42630,Декларация о соответствии  KZ1510317.13.12.01524
42631,"Письмо  от АО ""Национальный центр экспертизы и сертификации"" Актюбинский филиал №2-3/1134 от 03.12.2024"
42632,Сертификат соответствия KZ1510317.01.01.00072
42633,Письмо Карагандинского филиала АО «НацЭКС» № 22-2/774 от 05.08.2022г
42634,Письмо Карагандинского филиала АО «НацЭКС» № 22-2/774 от 05.08.2022г.
42635,Письмо Карагандинского филиала АО «НацЭКС» № 22-2/775 от 05.08.2022г.
42640,Письмо Карагандинского филиала АО «НацЭКС» № 22-2/220 от 21.02.2023г.
42641,Письмо Карагандинского филиала АО «НацЭКС» № 22-2/772 от 05.08.2022г.
42660,Письмо Карагандинского филиала АО «НацЭКС» № 22-2/775 от 05.08.2022г
42670,Письмо Карагандинского филиала АО «НацЭКС» № 22-2/773 от 05.08.2022г.
42691,Сертификат соответствия №ЕАЭС KZ7500937.01.01.00765 Серия KZ №0134121
42736,Письмо Карагандинского филиала АО «НацЭКС» № 22-2/1185 от 20.06.2024г.
42737,Информационное письмо №11/24-2372 от 12.11.2024
42743,Сертификат соответствия № KZ.7500669.01.01.02496
42744,Сертификат соответствия №KZ.7500669.01.01.02493
42745,Сертификат соответствия №KZ.7500669.01.01.02497
42748,Декларация о соответствии ЕАЭС KZ 3910317.13.12.01811
42750,Сертификат соответствия №KZ.7500669.01.01.02495
42752,Сертификат соответствия №KZ.7500669.01.01.02492
42756,Сертификат соответствия KZ.7500669.01.01.02491
42771,№ЕАЭС KZ 2710313.01.01.02135
42775,№ЕАЭС KZ 2710313.01.01.02134.
42789,Информационное письмо №KZ/3606/23 от 15.11.2023г
43087,№ ЕАЭС KZ 7500986.01.01.0285
43089,№ ЕАЭС KZ 7500651.13.12.23617
43128,№ ЕАЭС KZ 7500651.13.12.23615
43136,№ ЕАЭС KZ 7500651.01.01.10318
43139,№ ЕАЭС KZ 7500651.01.01.10319
43142,№ ЕАЭС KZ 7500651.01.01.10317
43152,№ ЕАЭС KZ 7500651.01.01.10320
43155,Декларация о соответствии № TC KZ 7100841.13.12.00690
43179,№ ЕАЭС KZ 7500651.13.12.24028
43197,№ ЕАЭС KZ 7500651.13.12.24024
43199,№ ЕАЭС KZ 7500651.13.12.24027
43225,№ ЕАЭС KZ 7500651.13.12.24026
43241,№ ЕАЭС KZ 7500651.13.12.23854
43247,№ ЕАЭС KZ 7500651.01.01.10478
43251,№ ЕАЭС KZ 7500651.01.01.10477
43267,№ ЕАЭС KZ 7500651.01.01.10476
43270,№ ЕАЭС KZ 7500651.01.01.10475
43271,Информационное письмо № 464 от 31.10.2024 г.
43280,ЕАЭС KZ 1900193.13.12.02583
43282,ЕАЭС KZ 1900193.13.12.02582
43283,ЕАЭС KZ 7500533.13.12.00196
43284,ЕАЭС KZ 1900193.13.12.03068
43285,ЕАЭС KZ 7500430.13.12.00571
43286,ЕАЭС KZ 7500533.13.12.02840
43287,ЕАЭС KZ 7500430.13.12.00570
43288,ЕАЭС KZ 7500430.13.12.00569
43295,KZ.1100317.01.01.01497
43377,ЕАЭС KZ 1100317.01.01.00954
43380,ЕАЭС KG417/036.Д.0002620
43383,ЕАЭС KG417/036.Д.0002621
43384,ЕАЭС KG417/036.Д.0002622
43387,ЕАЭС KG417/024.Д.0000347
43388,ЕАЭС N KZ Д-KZ.0317.B.00027
43389,ЕАЭС KG417/029.Д.0020438
43391,KZ.1100317.01.01.01174
43392,KZ.1100317.01.01.01093
43393,ЕАЭС KG417/024.Д.0003726
43398,ЕАЭС KG417/024.Д.0018299
43400,ЕАЭС KG417/024.Д.0017582
43402,ЕАЭС KG417/036.Д.0001868
43403,ЕАЭС KZ 1100317.13.12.02799
43404,ЕАЭС KZ 1100317.13.12.02800
43430,Отказное письмо № 01176 от 22.04.2024г.
43437,№ ЕАЭС KZ 7100841.01.01.04610
43438,№ ЕАЭС KZ 7100841.01.01.04611
43439,№ ЕАЭС KZ 7100841.01.01.04850
43440,№ ЕАЭС KZ 7100841.01.01.04851
43442,№ ЕАЭС KZ 7500401.13.12.04340
43457,ЕАЭС KZ 5900317.13.12.00082
43458,ЕАЭС KZ 5900317.01.01.00013
43461,ЕАЭС KZ 5900317.13.12.00079
43462,ЕАЭС KZ 5900317.01.01.00012
43463,ЕАЭС KZ 5900317.13.12.00083
43466,ЕАЭС KZ 5900317.01.01.00010
43467,ЕАЭС KZ 5900317.13.12.00080
43481,ЕАЭС KZ 5900317.01.01.00011
43484,ЕАЭС KZ 5900317.13.12.00081
43486,Отказное письмо Исх. №12 от 24.10.2023
43498,Отказное письмо Исх. №21 от 06.03.2024
43499,Отказное письмо Исх. №40 от 28.05.2024 г.
43504,Отказное письмо Исх. №60 от 18.10.2024 г.
43510,ЕАЭС KZ 7100841/13/12/03814
43516,ЕАЭС KZ 7100841.01.01.03001
43520,ЕАЭС KZ 7100841.01.01.03005
43551,KZ.7500851.01.01.00598
43552,KZ.7500851.01.01.00599
43553,KZ.7500851.01.01.00600
43554,KZ.7500851.01.01.00601
43555,KZ.7500851.01.01.00602
43556,KZ.7500851.01.01.00603
43557,KZ.7500851.01.01.00604
43558,KZ7500651.01.01.00332
43566,KZ.7500851.01.01.00605
43567,KZ.7500851.01.01.00606
43568,KZ.7500802.01.01.00377
43569,KZ.7500802.01.01.00373
43570,KZ.7500802.01.01.00374
43571,KZ.7500802.01.01.00375
43572,KZ.7500802.01.01.00376
43573,письмо ТОО «Cosmomed» № 116
43574,KZ.7500802.01.01.00378
43576,KZ7500651.22.01.00843
43578,KZ7500651.22.01.00844
43579,KZ7500651.22.01.00845
43580,KZ7500651.22.01.00285
43581,KZ7500651.22.01.00852
43582,KZ7500651.22.01.00286
43583,KZ.7500802.01.01.01106
43584,KZ.7500802.13.12.02309
43585,KZ.7500802.13.12.02310
43586,Письмо ТОО «Cosmomed» № 119
43590,KZ.7500995.01.01.01711
43591,Письмо №478 «15»ноября 2024г
43594,"Декларация
ЕАЭС KZ № 7500651.13.12.24299"
43598,Сертификат № ЕАЭС KZ 7500651.01.01.10652
43600,Сертификат № ЕАЭС KZ 7500651.01.01.10651
43603,Дкларация № ЕАЭС KZ 7500651.13.12.24297
43605,"Декларация №
ЕАЭС KZ 7500651.13.12.24298"
43606,Сертификат № ЕАЭС KZ 7500651.01.01.10650
43607,Письмо исх. №571 «24»10 2024г
43609,Декларация о соответствии ЕАЭС KZ 7500361.13.12.15237
43613,Декларация о соответствии ЕАЭС KZ 7500361.13.12.15235
43615,Декларация о соответствии ЕАЭС KZ 7500361.13.12.15236
43617,Сертификат соответствия ЕАЭС KZ 7500361.01.01.04705
43619,Сертификат соответствия ЕАЭС KZ 7500361.01.01.04706
43628,KZ.7700.01.01.01004217
43629,KZ.7700.01.01.01025795
43630,KZ.7700.01.01.00964488
43631,KZ.7700.02.01.01190129
43632,KZ.7700.02.01.01129482
43633,KZ.7700.01.01.01000907
43634,№KZ.7700.01.01.00577236
43635,KZ.7700.02.01.01193740
43636,KZ.7700.02.01.01154846
43637,KZ.7700.01.01.00995517
43638,KZ.3510317.01.01.03438
43639,№ЕАЭС KZ 1900193.13.12.01092
43640,"№ТС KZ.1510019.22.01.00219
серия KZ №0213714"
43641,"№ЕАЭС KZ.1900193.01.01.01656
серия KZ №0227411"
43642,№ KZ.1900193.24.01.20022
43643,"№ТС KZ.1510019.22.01.00226
серия KZ №0213729"
43644,"№ТС KZ.1510019.22.01.00247
серия KZ №0086271"
43645,№ KZ.1900193.24.01.20023
43646,"№ТС KZ.1510019.22.01.00235
серия KZ №0213751"
43647,"№ТС KZ.1510019.22.01.00264
серия KZ №0090269"
43648,№ТС KZ.1510019.24.01.00186
43649,№ KZ.1900193.24.01.70015
43650,"№ТС KZ.1510019.22.01.00252
серия KZ №0051071"
43653,"№ТС KZ.1510019.22.01.00272
серия KZ №0090316"
43654,№ KZ.1900193.24.01.50008
43655,"№ТС KZ.1510019.22.01.00245
серия KZ №0064586"
43656,ЕАЭС № KZ.1900193.24.01.70030
43657,ЕАЭС № KZ.1900193.24.01.70031
43658,ЕАЭС № KZ.1900193.24.01.70033
43659,№ЕАЭС KZ.1510019.22.01.00314 серия KZ №0118931
43661,ЕАЭС № KZ.1900193.24.01.20029
43662,ЕАЭС№KZ.1900193.24.01.20060
43663,ЕАЭС№ЕАЭС KZ 7500525.13.12.00027
43664,ЕАЭС№ЕАЭС KZ.1900193.13.12.00674
43665,ЕАЭС№ЕАЭС KZ.1900193.13.12.00808
43666,ЕАЭС№ЕАЭС KZ.1900193.13.12.00810
43667,ЕАЭС№ЕАЭС KZ.1900193.13.12.00813
43668,ЕАЭС№ЕАЭС KZ.1900193.13.12.00838
43669,ЕАЭС№ЕАЭС KZ 7500533.13.12.00098
43670,ЕАЭС№ЕАЭС KZ 7500533.13.12.00137
43671,ЕАЭС№ЕАЭС KZ 7500533.13.12.00264
43672,ЕАЭС№ЕАЭС KZ 7500533.13.12.00312
43673,ЕАЭС№ЕАЭС KZ 7500533.13.12.00337
43674,ЕАЭС№ЕАЭС KZ 1900193.13.12.02494
43675,ЕАЭС№ЕАЭС KZ 1900193.13.12.02607
43684,ЕАЭС№ЕАЭС KZ 1900193.13.12.02931
43685,ЕАЭС№ЕАЭС KZ 1900193.13.12.03093
43686,ЕАЭС№ЕАЭС KZ 1900193.13.12.03927
43687,ЕАЭС№ЕАЭС KZ 1900193.13.12.03967
43688,ЕАЭС№ЕАЭС KZ 1900193.13.12.04387
43689,ЕАЭС№ЕАЭС KZ 7500430.13.12.01069
43690,ЕАЭС№ЕАЭС KZ 7500430.13.12.01093
43691,ЕАЭС№ЕАЭС KZ 7500430.13.12.01424
43692,№ ЕАЭС KZ 3110317.13.12.00468
43711,№KZ.7100841.01.01.00858
43721,№ЕАЭС KZ.1510580.22.01.00004
43751,№ЕАЭС KZ.1510580.22.01.00003
43833,№KZ.7100841.01.01.00859
43868,"Сертификат соответствия, № ЕАЭС KZ 7500430.01.01.00095"
43877,"Сертификат соответствия, № ЕАЭС KZ 7500430.01.01.00092"
43967,"Сертификат соответствия, № ЕАЭС KZ 7500430.01.01.00092,
ЕАЭС KZ 7500430.01.01.00095"
44021,Декларация о соответствии №KZ 5110317.13.12.01523
44027,Декларация о соответствии № KZ 5110317.01.01.00092
44031,Декларация о соответствии № KZ 5110317.13.12.01524
44070,Декларация о соответствии №KZ 5110317.01.01.00093
44071,Разъяснительное письмо  ИСХ №06 от 10.10.2024 г.
44074,KZ.7500317.22.01.00744
44075,KZ.7500317.22.01.00743
44076,KZ.7500317.24.01.23391
44077,KZ.7500317.24.01.23390
44078,ЕАЭС KZ.7500986.13.12.00736
44079,Сертификат соответствия № ЕАЭС RU C-KZ.АЕ58.В.01318/23
44104,ЕАЭС KG417/01.06.Д.0038549
44106,ЕАЭС KG417/031.Д.0025404
44107,ЕАЭС KZ 1100317.13.12.04865
44108,EAЭC KZ 1100317.13.12.04866
44109,EAЭС KZ 1100317.13.12.04864
44110,EAЭС KZ 1100317.13.12.04867
44111,EAЭC KZ 7100841.13.12.05929
44112,EAЭC KZ 7100841.13.12.05927
44113,EAЭC KZ 7100841.13.12.05928
44114,020824-02 от 02.08.2024
44118,ЕАЭС KZ 7100841.01.01.04162 Серия KZ №0245517
44123,№ЕАЭС KZ.7500361.01.01.05406
44126,Сертификат соответствия №KZ.7500551.01.01.01599
44777,ЕАЭС KZ 7500651.01.01.10139
44363,Сертификат соответствия №KZ.7500551. 01.01.01600
44381,ЕАЭС  KZ2710317.13.12.02681
44391,ЕАЭС  KZ2710317.13.12.02682
44395,ЕАЭС  KZ2710317.13.12.02683
44397,ЕАЭС  KZ2710317.13.12.02684
44403,"Информационное письмо
14.03.2021ж №7/375"
44440,"Декларация ЕАЭС KZ
7500651.13.12.22501"
44442,"Декларация
ЕАЭС KZ 7500651.13.12.22502"
44443,"Информационное письмо 
№412    «23» сентября 2024г."
44444,"Декларация
ЕАЭС KZ 7500651.13.12.22503"
44445,"Декларация
ЕАЭС KZ 7500651.13.12.22500"
44446,"Декларация
ЕАЭС KZ 7500651.13.12.22499"
44450,"Декларация	
ЕАЭС KZ 7500651.13.12.23039"
44451,"Декларация	
ЕАЭС KZ 7500651.13.12.23034"
44452,"Декларация
ЕАЭС KZ 7500651.13.12.23035"
44453,№KZ.7700.02.01.01092167
44455,№KZ.7700.02.01.01176409
44456,№KZ.7700.02.01.01172680
44458,№KZ.7700.02.01.01179915
44459,№KZ.7700.02.01.00844829
44460,№KZ.7700.02.01.01092500
44461,№KZ.7700.02.01.01097480
44465,№KZ.7700.02.01.01176213
44466,№KZ.7700.02.01.01047762
44467,№KZ.7700.02.01.01056549
44468,№KZ.7700.02.01.01084321
44469,№KZ.7700.02.01.01126085
44470,№KZ.7700.02.01.01169223
44473,№KZ.7700.02.01.01169064
44474,Не требуется. Письмо НАЦЭЛС № исх: 17-14-2766/ОЗ-И от: 12.02.2021 г.
44478,№KZ.7500361.21.01.38406
44479,№KZ.7500361.23.01.38739
44480,№KZ.7500361.23.01.41499
44481,№KZ.7500361.21.01.38407
44482,KZ.7500361.24.01.05622
44485,KZ.7500361.24.01.05623
44488,KZ.7500361.24.01.05624
44494,KZ.7500361.22.01.04141
44500,KZ.7500361.24.01.05625
44504,не сертифицируется согласно письма иО/20210416/1
44505,KZ 7500361.13.12.00594
44506,KZ 7500361.13.12.00595
44507,KZ 7500361.13.12.00596
44508,KZ 7500361.13.12.00597
44509,KZ 7500361.13.12.00598
44510,KZ 7500361.13.12.00593
44511,KZ 7500361.13.12.00599
44512,KZ 7500361.24.01.05510
44513,ЕАЭС KZ 7500802.13.12.01211
44514,ЕАЭС KZ 7500802.13.12.01212
44515,№ KZ.7500361.01.02640
44516,KZ 7500361.13.12.12604
44517,KZ 7500361.13.12.12598
44518,KZ 7500361.13.12.12601
44519,Не сертифицируется согласно письма исх.№иО/20220822/1 от 22.08.2022
44520,KZ 7500361.13.12.12597
44521,KZ 7500361.01.01.02637
44522,KZ 7500361.13.12.12605
44523,KZ 7500361.13.12.21565
44524,KZ 7500361.13.12.21624
44525,KZ 7500361.13.12.20653
44526,KZ 7500361.13.12.20654
44527,KZ 7500361.13.12.20656
44528,KZ 7500361.01.01.08563
44530,KZ 7500361.13.12.20655
44531,KZ 7500361.01.01.08561
44532,KZ 7500361.01.01.08562
44536,ЕАЭС KZ 7500986.01.01.05209
44592,Отказное письмо от 06.03.2024 №335/03 АФ АО Нацэкс
44623,Письмо №ЗТ-2024-06084638 от 03.12.2024г. РГУ ДКТРМ МТИ РК по области Жетісу
44630,"Декларация о соответствии, № ЕАЭС KZ 7500317.13.12.07154"
44632,"Декларация о соответствии, № ЕАЭС KZ 7500317.13.12.07156"
44640,"Декларация о соответствии, № ЕАЭС KZ 7500317.13.12.07155"
44642,"Декларация о соответствии, № ЕАЭС KZ 7500317.13.12.07157"
44653,Декларация о соответствии № ЕАЭС KZ 3110317.13.12.00430
44676,KZ.7500851.01.01.00612
44677,KZ.7500851.01.01.00464
44678,KZ.7500851.01.01.00629
44679,KZ.7500851.01.01.00628
44681,Письмо ТОО «ТДА СЕРВИС» № 5180/2024 от 7.10.2024 г.
44697,"Исходящее письмо №499 от 28.11.2024г., выданное ТОО ""Текс"""
44713,Декларация о соответствии №ЕАЭС KZ 7500651.13.12.24549
44719,ЕАЭС KZ 7500651.13.12.23129
44720,ЕАЭС KZ 7500651.13.12.23307
44723,ЕАЭС KZ 7500651.13.12.23130
44724,ЕАЭС KZ 7500651.13.12.23131
44726,ЕАЭС KZ 7500651.01.01.10168
44728,ЕАЭС KZ 7500651.13.12.23132
44729,ЕАЭС KZ 7500651.13.12.23133
44730,Письмо исх. №450 от 24.10.2024 г.
44735,ЕАЭС KZ 7500651.13.12.23134
44736,ЕАЭС KZ 7500651.01.01.10169
44741,ЕАЭС KZ 7500651.13.12.23135
44742,ЕАЭС KZ 7500651.13.12.23136
44743,ЕАЭС KZ 7500651.01.01.10134
44745,ЕАЭС KZ 7500651.13.12.23103
44746,ЕАЭС KZ 7500651.01.01.10135
44748,ЕАЭС KZ 7500651.01.01.10136
44750,ЕАЭС KZ 7500651.01.01.10137
44751,ЕАЭС KZ 7500651.13.12.23097 от 25.09.2024 г.до 25.09.2027г.
44752,ЕАЭС KZ 7500651.01.01.10138 от 25.09.2024 г.до 25.09.2027г.
44753,ЕАЭС KZ 7500651.01.01.10170
44755,ЕАЭС KZ 7500651.13.12.23155
44756,ЕАЭС KZ 7500651.01.01.10171
44760,ЕАЭС KZ 7500651.13.12.23160
44764,ЕАЭС KZ 7500651.01.01.10174
44775,ЕАЭС KZ 7500651.13.12.23090
44776,ЕАЭС KZ 7500651.13.12.23112
44789,ЕАЭС KZ 7500651.13.12.24300
44790,не сертифицируется
44791,ЕАЭС N RU Д-KZ.HA81.B.11725/20
44795,Информационное письмо ТОО «Kazautocert» № KZ/4070/24 от 22.10.2024
44801,ЕАЭС KZ2710317.13.12.02508
44805,ЕАЭС KZ2710317.01.01.01785
44811,ЕАЭС KZ2710317.01.01.01786
44819,№ЕАЭС KZ 7500361.01.01.02002
44849,№ЕАЭС KZ 7500401.01. 01.01426
44873,№ЕАЭС KZ 7500401.01. 01.01427
45110,№ЕАЭС KZ 7500401.01. 01.01428
45117,№ЕАЭС KZ 7500401.01. 01.01429
45135,№ЕАЭС KZ 7500401.01. 01.01430
45141,Декларация о соответствии № ЕАЭС KZ 7500361.13.12.16817
45146,№ ЕАЭС KZ 7500361.01.01.00554
45158,№ЕАЭС KZ 7500401.01. 01.01431
45164,№ЕАЭС KZ 7500401.01. 01.02031
45192,№ЕАЭС KZ 7500361.01.01.08540
45206,Декларация о соответствии №ЕАЭС KZ 7500651.13.12.23401
45207,Декларация о соответствии № ЕАЭС KZ 7500651.13.12.23402
45208,Декларация о соответствии № ЕАЭС KZ 7500651.13.12.23403
45209,Декларация о соответствии № ЕАЭС KZ 7500651.13.12.23404
45210,Декларация о соответствии № ЕАЭС KZ 7500651.13.12.23406
45211,Декларация о соответствии № ЕАЭС KZ 7500651.13.12.23408
45212,Декларация о соответствии № ЕАЭС KZ 7500651.13.12.23409
45213,Декларация о соответствии № ЕАЭС KZ 7500651.13.12.23410
45215,ЕАЭС № ЕАЭС KZ 7500533.13.12.01707
45216,ЕАЭС № ЕАЭС KZ 7100841.13.12.04045
45218,ЕАЭС № ЕАЭС KZ 7100841.13.12.04043
45221,Письмо ТОО «KAZAUTOCERT» № KZ/1173/24 от 15.04.2024 года
45227,Декларация о соответствия № KZ3510317.13.12.03717
45229,Декларация о соответствии № KZ3510317.13.12.03718
45233,Сертификат соответсвия № KZ3510371.01.01.01128
45235,Декларация о соответствии № KZ 3510371.13.12.03719
45236,Сертификат соответсвия № KZ 3510317.01.01.01129
45238,Сертификат соответсвия № KZ 3510317..01.01.01.131
45239,Сертификат соответсвия № KZ 3510317.01.01.01132
45240,Декларация о соответствии ЕАЭС KZ 7100841.13.12.08465
45241,Декларация о соответствии ЕАЭС KZ 7100841.13.12.01482
45243,Отказное письмо выданный АО «Национальный центр Экспертизы и Сертификации»
45248,СИО-05-10/1410 от 30.06.2023
45271,KZ/2617/17/23  от 24.08.2023
45272,KZ/2617/17/23 от 24.08.2023
45273,3-Т/250823-8 от 25.08.2023
45274,2-3/923 от 01.10.2024
45281,№KZ.7500317.01.01.02498
45305,KZ.7500317.01.01.02497
